Genre,Rating,UserRating,motion_image_high,motion_image_low,blink_rate,lean_forward,lean_backward,head_rotation,eye_rotation,Happiness_Avg,Happiness_Std,Happiness_25P,Happiness_75P,Happiness_Peaks,Happiness_0,Happiness_25,Happiness_50,Happiness_75,Sadness_Avg,Sadness_Std,Sadness_25P,Sadness_75P,Sadness_Peaks,Sadness_0,Sadness_25,Sadness_50,Sadness_75,Surprise_Avg,Surprise_Std,Surprise_25P,Surprise_75P,Surprise_Peaks,Surprise_0,Surprise_25,Surprise_50,Surprise_75,Fear_Avg,Fear_Std,Fear_25P,Fear_75P,Fear_Peaks,Fear_0,Fear_25,Fear_50,Fear_75,Anger_Avg,Anger_Std,Anger_25P,Anger_75P,Anger_Peaks,Anger_0,Anger_25,Anger_50,Anger_75,Disgust_Avg,Disgust_Std,Disgust_25P,Disgust_75P,Disgust_Peaks,Disgust_0,Disgust_25,Disgust_50,Disgust_75,Contempt_Avg,Contempt_Std,Contempt_25P,Contempt_75P,Contempt_Peaks,Contempt_0,Contempt_25,Contempt_50,Contempt_75,Blink_Avg,Blink_Std,Blink_25P,Blink_75P,Blink_Peaks,Blink_0,Blink_25,Blink_50,Blink_75,HeadPose_X_Avg,HeadPose_X_Std,HeadPose_X_25P,HeadPose_X_75P,HeadPose_X_Peaks,HeadPose_X_0,HeadPose_X_25,HeadPose_X_50,HeadPose_X_75,HeadRotation_X_Avg,HeadRotation_X_Std,HeadRotation_X_25P,HeadRotation_X_75P,HeadRotation_X_Peaks,HeadRotation_X_0,HeadRotation_X_25,HeadRotation_X_50,HeadRotation_X_75,EyeAngel_X_Avg,EyeAngel_X_Std,EyeAngel_X_25P,EyeAngel_X_75P,EyeAngel_X_Peaks,EyeAngel_X_0,EyeAngel_X_25,EyeAngel_X_50,EyeAngel_X_75,Motion_image_Avg,Motion_image_Std,Motion_image_25P,Motion_image_75P,Motion_image_Peaks,Motion_image_0,Motion_image_25,Motion_image_50,Motion_image_75 
Romance,75,70,0.5630778407396362,0.4094840441395765,14.937759336099585,0.4078245406046236,0.44842916419679907,0.4472436277415531,0.12033195020746888,0.9921458209839944,0.7260728721487584,0.46,1.77,0.026674570243034972,0.6238388625592418,0.5846445497630333,0.8407582938388626,1.9122630331753554,1.008307646710139,0.7497573946312543,0.46,1.56,0.02756372258446947,0.8004502369668248,1.0713033175355449,0.9120734597156398,1.2456042654028436,1.0595109662122095,1.0962403871369757,0.2425,1.5775000000000001,0.026970954356846474,0.5231398104265403,0.4701658767772512,1.4911611374407583,1.7499763033175355,1.990462359217545,1.358149156373294,1.05,2.5875,0.027267338470657973,1.3954857819905213,1.4473696682464454,2.1828909952606637,2.927026066350711,1.0444635447540025,0.6898151053993514,0.55,1.53,0.03023117960877297,0.8019668246445498,0.7674407582938388,0.9345971563981043,1.6695142180094789,1.0877652637818631,0.774900154253967,0.47,1.56,0.025785417901600473,1.3718009478672986,1.8712677725118483,0.7575473933649289,0.34483412322274876,1.4598192056905772,0.7443734971543394,0.8799999999999999,2.09,0.026970954356846474,1.2690639810426543,1.0838625592417062,1.1725829383886257,2.3026777251184836,0.27454949614700597,0.4802451028386763,0.0,0.38,0.01778304682868998,0.2959478672985782,0.26591232227488154,0.47043838862559234,0.06445497630331752,49.38971547125082,21.840715948603926,25.1,71.6,0.02104327208061648,35.19490521327014,29.661729857819907,60.40995260663507,72.00272511848341,0.276232661529342,0.24447643456218968,0.079,0.5467500000000001,0.01926496739774748,0.05007345971563981,0.10800592417061611,0.3690663507109005,0.5762594786729857,-0.09378275044457622,0.08094032997417604,-0.153,-0.05,0.027267338470657973,-0.11377606635071091,-0.12165402843601895,-0.06185781990521327,-0.07742890995260662,202548.5819745034,69559.67577758312,160371.0,232860.0,0.024607174621998223,195783.6327014218,156121.2452606635,228839.26777251184,228114.09952606636
Science-Fiction ,85,85,0.26384116074837727,0.41561664757541045,16.428978893325727,0.261646700893706,0.3361855866134246,0.4698611903403689,0.1374786081003993,0.7798897128731717,0.5846755993640581,0.37,1.16,0.026621030614185207,0.9791634980988593,0.9620988593155894,0.5062737642585551,0.6700684410646388,1.126425175888952,1.1859826028942941,0.31,1.6800000000000002,0.027952082144894468,2.1102889733840304,1.3446768060836503,0.42393155893536116,0.622851711026616,1.122578436965214,1.4888651530511936,0.16,1.28,0.02833238258223997,2.3889049429657794,1.0065247148288974,0.21742205323193914,0.874342205323194,2.1192964441909083,1.862154392095523,0.81,2.965,0.02947328389427648,3.2192775665399243,2.7280684410646385,0.9560380228136882,1.566745247148289,1.1280927933067126,1.1060070917898952,0.39,1.4,0.02833238258223997,0.9619695817490495,1.8822661596958177,0.5560152091254753,1.1081901140684411,0.9788039551245464,0.8596098720677205,0.54,1.08,0.027571781707548964,1.0291787072243348,1.367764258555133,0.749574144486692,0.7659695817490494,1.28722380680738,0.8085159930322011,0.8,1.62,0.027381631488876214,1.3325019011406842,1.6778326996197719,1.0351178707224336,1.0990342205323194,0.209241300627495,0.40557630617101403,0.0,0.26,0.019775622741966155,0.20534600760456273,0.1754904942965779,0.13128517110266158,0.3246692015209126,40.75468720289041,12.445250750925656,35.2,49.95,0.01939532230462065,33.15749049429658,42.956577946768064,44.176882129277566,42.5945247148289,0.2706041072447223,0.22349819737100046,0.129,0.378,0.022437725803384673,0.3996372623574145,0.35146083650190113,0.1413110266159696,0.18922965779467682,-0.11639437155352744,0.12429855229022188,-0.166,-0.08800000000000001,0.02719148127020346,-0.11130038022813689,-0.056086692015209126,-0.13609049429657796,-0.1616828897338403,153487.22194750854,47502.67556744352,129886.75,162932.75,0.023392925066565234,183065.74600760455,162636.44410646387,132949.58631178708,134710.42661596957
Crime,73,90,0.34779691344218294,0.314471035562514,22.039180765805874,0.34706144256455923,0.21571682991985752,0.13512911843276937,0.1858860195903829,0.4879942119323238,0.2685075188015685,0.35,0.64,0.029385574354407838,0.5552224199288256,0.34536476868327404,0.4232473309608541,0.6253024911032029,0.7985529830810322,0.49950841886680775,0.49,0.94,0.032056990204808546,0.7609964412811387,0.9626779359430606,0.7268416370106762,0.739270462633452,0.6808815672306326,0.5590701693351459,0.32,0.86,0.032056990204808546,0.695720640569395,0.9056049822064056,0.5963345195729537,0.5206494661921708,1.390035618878007,0.7743285631672012,0.92,1.7525,0.031834372217275156,1.608585409252669,1.5501156583629894,1.0707562277580072,1.3215569395017792,0.7053650934995499,0.3358873766987622,0.49,0.89,0.03294746215494212,0.9369928825622774,0.584270462633452,0.6637277580071174,0.6322419928825622,0.5018232413178964,0.4484964285926802,0.21,0.65,0.031166518254674976,0.4684074733096085,0.682135231316726,0.47935053380782916,0.3750177935943061,1.099080587711492,0.42002006685827104,0.8400000000000001,1.31,0.02983081032947462,1.146476868327402,0.9223665480427047,1.0608362989323843,1.2592437722419927,0.19170080142475465,0.37372480604881464,0.0,0.2,0.02226179875333927,0.19171708185053382,0.18317615658362987,0.15394128113879005,0.23696619217081852,49.49267586821026,9.17065607044709,42.1,53.5,0.019590382902938557,48.340569395017795,53.01467971530249,53.14457295373666,43.15222419928826,0.14688958147818293,0.0637716981771848,0.125,0.175,0.023374888691006235,0.13702935943060499,0.15247953736654804,0.1738487544483986,0.1231370106761566,-0.15032925200356165,0.05102863538347532,-0.189,-0.116,0.02782724844167409,-0.14864946619217081,-0.15787811387900358,-0.14166903914590748,-0.15217615658362987,143088.14117123134,39393.904926654184,129308.5,151684.0,0.025606769093743043,151973.20035618878,152893.17008014247,138865.64648263578,128130.79608192341
Comedy,66,70,0.5154202781697238,0.4551501713364241,33.9622641509434,0.019269369731031716,0.024889602569249297,0.0072260136491368926,0.002609393817743878,0.012743877960658382,0.0581826613482571,0.0,0.0,0.019670814933761542,0.03424558587479936,0.002672552166934189,0.012134831460674157,0.0019020866773675764,1.2509193095142523,0.296749299020347,1.05,1.42,0.03392211963067041,1.1768699839486356,1.2609229534510435,1.2876805778491172,1.2733707865168538,0.40767763950220715,0.42465433592143026,0.16999999999999998,0.54,0.03613006824568447,0.2885473515248796,0.3421027287319422,0.4257784911717496,0.5725601926163725,1.7035327177840207,0.5107482424331642,1.37,1.97,0.03592934564431955,1.5370866773675762,1.6338443017656503,1.7657463884430176,1.870369181380417,1.325274989963871,0.3343018306348635,1.1,1.52,0.03251706142111602,1.2962359550561797,1.3093579454253612,1.336035313001605,1.3540529695024075,0.3901726214371733,0.26688137411016644,0.19,0.53,0.03613006824568447,0.38442215088282505,0.3011797752808989,0.53330658105939,0.33993579454253614,0.2123845845042132,0.23851522882589402,0.05,0.31,0.03532717784022481,0.28731139646869985,0.16570626003210273,0.13853130016051365,0.2575441412520065,0.18992573263749388,0.34569055810024274,0.0,0.21,0.029506222400642313,0.2423113964686998,0.20200642054574638,0.1842134831460674,0.13066613162118781,31.55036130068252,3.2114910609095295,29.7,33.3,0.02067442794058611,31.598715890850723,30.402247191011238,31.26187800963082,32.8169341894061,0.015756924929747135,0.04758559450795768,0.0,0.044,0.034524287434765155,0.015711878009630816,0.005199036918138043,0.008941412520064206,0.033036918138041736,-0.025281814532316538,0.03121526483891135,-0.043,-0.00825,0.033520674427940586,-0.025251203852327448,-0.021749598715890852,-0.028492776886035315,-0.025465489566613164,200871.03633808473,132044.77915862133,51798.0,321710.0,0.011242722344910661,151837.08908507222,324478.34831460676,77848.19983948636,248317.94060995185
Cartoon,89,50,0.4197928653624856,0.4757192174913694,50.71003206596427,0.04443426477324782,0.1539166284928997,0.0,0.0,0.004221255153458536,0.020308628265370617,0.0,0.0,0.012139257901969767,0.0042673992673992675,0.00013736263736263736,0.0001373626373626374,0.012335164835164836,1.4453366926248268,0.2653925986160747,1.27,1.61,0.03481447549244159,1.4362637362637363,1.4367216117216117,1.4036721611721612,1.4978113553113555,0.49713009619789267,0.3268457115422764,0.24,0.7100000000000001,0.03573064590013743,0.36745421245421245,0.3407234432234432,0.6994139194139194,0.5778021978021979,2.101000916170408,0.5113479538397188,1.74,2.4200000000000004,0.03527256069628951,1.8715659340659339,1.9364102564102563,2.3631868131868137,2.2224908424908425,1.6502015574896929,0.36316113155903396,1.39,1.88,0.03481447549244159,1.6333333333333335,1.5448351648351648,1.6130402930402932,1.8022619047619048,0.5386165826843796,0.40795493208386546,0.21,0.84,0.03595968850206138,0.21936813186813187,0.48643772893772896,0.7795604395604395,0.666117216117216,0.1490013742556111,0.1569655305342189,0.01,0.24,0.03527256069628951,0.06623626373626373,0.13737179487179485,0.17706959706959707,0.21477106227106227,0.22397846999541843,0.3701144969978998,0.0,0.29,0.03504351809436555,0.25515567765567765,0.22676739926739925,0.202481684981685,0.2102106227106227,37.425309207512704,4.065434248852856,35.3,37.5,0.01946862116353642,40.694871794871794,36.40934065934066,36.220512820512816,36.21126373626373,0.0504223545579476,0.06516696535942858,-0.009000000000000001,0.106,0.030233623453962438,-0.0055402930402930406,0.06697435897435897,0.11239926739926741,0.027542124542124548,-0.07111589555657344,0.026940838653706375,-0.08900000000000001,-0.054000000000000006,0.03183692166743014,-0.06535347985347985,-0.07386721611721611,-0.0746886446886447,-0.07019780219780221,10751.099885452462,41553.788202901116,7010.0,11194.0,0.014891179839633447,13148.132783882784,7684.355311355312,9158.07142857143,12956.29304029304
Horror,83,50,0.2083897158322057,0.2277852954442941,39.19191919191919,0.07429854096520763,0.09113355780022446,0.003367003367003367,0.0,0.006053872053872045,0.038053878657700185,0.0,0.0,0.00808080808080808,0.012594254937163374,0.00037701974865350093,0.00013464991023339317,0.011104129263913824,1.2090078563411908,0.41730818247063745,0.98,1.36,0.0345679012345679,1.386427289048474,1.2690305206463197,1.1108527827648116,1.0656014362657091,0.4837530864197543,0.7794450791629453,0.22,0.55,0.03636363636363636,0.7317863554757631,0.40594254937163377,0.3530341113105924,0.44350089766606826,1.6267070707070717,0.7869205543459279,1.2899999999999998,1.8,0.03367003367003367,1.8105116696588868,1.568168761220826,1.5060233393177738,1.6176122082585278,1.2013557800224446,0.3553981719067686,0.98,1.36,0.035016835016835016,1.2780789946140036,1.148491921005386,1.1097666068222622,1.265278276481149,0.32207631874298526,0.20308393223498217,0.16999999999999998,0.44,0.03277216610549944,0.3809694793536804,0.3156552962298025,0.2614093357271095,0.32947037701974863,0.14179349046015588,0.1597965211041453,0.02,0.22,0.03254769921436588,0.14716337522441653,0.12562836624775583,0.17497307001795334,0.11902154398563734,0.22023344556677743,0.4022410160941044,0.0,0.24,0.028956228956228958,0.27309694793536804,0.27903949730700184,0.20689407540394975,0.12166068222621185,18.941503928170594,3.866679645141335,15.7,21.7,0.020202020202020204,22.17504488330341,21.673429084380608,17.20179533213645,14.647845601436266,0.016679236812570192,0.0493001370086498,-0.003,0.049,0.026038159371492706,-0.02277827648114902,0.002495511669658888,0.018806104129263916,0.06813554757630161,-0.026032772166105708,0.028235829366344667,-0.044,-0.008,0.03254769921436588,-0.029072710951526033,-0.02126750448833034,-0.03105026929982047,-0.02268850987432675,34614.245846430174,40034.2771465211,31377.5,34112.0,0.018185900314324203,37761.241472172354,33037.208258527826,32561.326750448832,34942.714542190304
Documentry,91,50,0.20585412667946257,0.7924664107485605,52.42301265218429,0.2962520888040105,0.3022201002625925,0.00023872045834328001,0.0,0.003437574600143208,0.020171772655673867,0.0,0.0,0.013845786583910242,0.008969465648854962,0.0029770992366412214,0.0009064885496183206,0.0008874045801526717,1.2463666746240194,0.3174093365231649,1.03,1.42,0.034375746001432325,1.2562881679389313,1.292347328244275,1.241908396946565,1.1867080152671756,0.441250895201719,0.2832549944972328,0.23,0.61,0.03413702554308904,0.4144274809160305,0.37452290076335876,0.5740553435114504,0.39902671755725194,1.6163022201002628,0.4359969258359887,1.32,1.8800000000000003,0.036046789209835284,1.4549045801526717,1.5125858778625956,1.8304770992366413,1.6570419847328244,1.1912628312246392,0.28879679074979103,0.99,1.36,0.035091907376462166,1.1841698473282443,1.189570610687023,1.1791507633587786,1.2049236641221375,0.3346383385056097,0.2336099007766737,0.15,0.48,0.03485318691811888,0.2438549618320611,0.2670515267175573,0.4805820610687023,0.34470419847328243,0.2778061589878245,0.19235504384924573,0.12,0.4,0.034375746001432325,0.28029580152671757,0.3281202290076336,0.23157442748091603,0.2695610687022901,0.24993315827166238,0.4464320457385876,0.0,0.26,0.03318214370971592,0.31583969465648853,0.22661259541984732,0.2068511450381679,0.24887404580152678,3.4646455001193583,7.103344350006408,-3.9,9.9,0.022917164000954882,11.850381679389313,7.3232824427480905,0.43864503816793876,-5.773473282442748,0.025303413702554487,0.03261851274553552,0.011,0.048,0.031511100501312964,0.0016040076335877905,0.01993225190839695,0.03910400763358779,0.04039790076335878,0.0012790642158032955,0.02710095022040796,-0.015,0.019,0.03174982095965624,-0.004498091603053435,0.0043769083969465656,-0.006627862595419848,0.011856870229007633,124023.29608404967,172870.0207503065,33865.0,62023.75,0.01504297994269341,38936.0,146447.38358778626,39666.458969465646,270455.3492366412
Romance,90,90,0.21693828479829014,0.30456852791878175,52.60361317747078,0.16312433581296493,0.2058979808714134,0.0,0.0,0.001700318809776828,0.013073088756905212,0.0,0.0,0.007438894792773645,0.004394904458598726,0.0007112526539278132,9.554140127388535e-05,0.0015923566878980895,1.3415834218916023,0.3413441886381945,1.11,1.52,0.03506907545164718,1.4875902335456475,1.3477388535031847,1.209299363057325,1.311496815286624,0.4329171094580228,0.3111443948994066,0.22,0.58,0.035866099893730075,0.5001167728237792,0.3853609341825902,0.4749681528662421,0.3678556263269639,1.7440116896918108,0.4534265043723189,1.4300000000000002,2.0,0.036397449521785336,1.7731210191082805,1.7255944798301488,1.7937791932059448,1.67,1.3344048884165742,0.30350550320058706,1.12,1.51,0.036131774707757705,1.4056157112526542,1.3180785562632698,1.2908174097664544,1.312855626326964,0.3277391073326234,0.20428316872035493,0.17,0.44,0.036131774707757705,0.31527600849256904,0.3512420382165605,0.3572505307855627,0.2848832271762208,0.14486450584484517,0.15742448670250805,0.01,0.23,0.036397449521785336,0.10416135881104034,0.1690339702760085,0.16287685774946922,0.1421443736730361,0.24628055260361167,0.44039588154723563,0.0,0.2525,0.03134962805526036,0.3472823779193206,0.2671549893842887,0.21571125265392782,0.15284501061571126,1.7929596174282694,5.857054488284174,-2.1,5.8,0.020988310308182784,4.439915074309979,0.5053078556263267,-2.005732484076433,4.223566878980892,0.038563230605738526,0.05209101468665932,0.021,0.071,0.036131774707757705,-0.02797346072186837,0.054085987261146495,0.06739490445859873,0.06040127388535031,-0.011736981934112652,0.02873681103210978,-0.03,0.006,0.02975557917109458,-0.01279299363057325,-0.010088110403397028,-0.010807855626326964,-0.013082802547770703,165074.93701833644,39041.09288781607,153219.5,169849.0,0.014615997874036673,172400.21997874603,162911.42720510095,150819.25079702443,173490.67693942614
Adventure,90,80,0.4519738887161952,0.3888716195212931,51.14268066707844,0.11704756022235949,0.07720815318097592,0.0,0.0,0.0014978381717109276,0.00975820567334461,0.0,0.0,0.008956145768993206,0.0007160493827160495,0.002604938271604938,0.0002469135802469136,0.002407407407407407,1.3966028412600353,0.2991236459940769,1.19,1.57,0.035824583075972825,1.5187777777777778,1.278851851851852,1.368246913580247,1.412037037037037,0.49918468190240733,0.4185184482839164,0.2,0.69,0.03644224830142063,0.4770617283950617,0.338641975308642,0.4073333333333333,0.7702345679012346,1.9621525633106887,0.6647197157252145,1.53,2.23,0.036751080914144536,1.8669753086419754,1.6853333333333331,1.811975308641975,2.4722469135802467,1.5274768375540495,0.46040635829153376,1.25,1.7,0.034898085237801114,1.4929999999999999,1.4696666666666665,1.4305061728395063,1.7078395061728397,0.5086473131562683,0.4155648980623651,0.19,0.7100000000000001,0.035824583075972825,0.3055185185185186,0.2743703703703704,0.41383950617283954,1.0377901234567901,0.10039530574428686,0.13187145847251486,0.0,0.15,0.03551575046324892,0.0771358024691358,0.14249382716049383,0.03833333333333334,0.143320987654321,0.2591260037059903,0.4639915026008421,0.0,0.26,0.03211859172328598,0.19570370370370369,0.3408395061728395,0.2566049382716049,0.24096296296296296,3.743421865348987,3.677065948556211,1.7,6.1,0.022544780728844967,5.898765432098766,5.331975308641975,3.1011111111111105,0.6256790123456789,-0.0007418159357628109,0.04315532277576944,-0.027000000000000003,0.029,0.03829524397776405,-0.010575308641975307,-0.0006679012345679017,-0.025381481481481484,0.033724691358024694,-0.03171741815935792,0.02893386425907465,-0.051,-0.014,0.030883261272390366,-0.019162962962962965,-0.035535802469135805,-0.04090740740740741,-0.03100246913580247,20257.848316342293,47767.673235413684,15165.0,20585.0,0.021933889403768923,28407.586419753086,19472.618518518517,19599.983950617283,13405.534567901235
Science-Fiction ,61,90,0.49128040385497934,0.3609453877925654,43.571591687599906,0.003653802237953871,0.07216259419958895,0.059602649006622516,0.0,0.00039050011418132017,0.0036029607135414496,0.0,0.0,0.003653802237953871,0.0012328767123287673,0.0001095890410958904,5.47945205479452e-05,0.00016438356164383562,1.3337588490522934,0.3999560075581627,1.06,1.52,0.035167846540306004,1.7714703196347035,1.258566210045662,1.116694063926941,1.1836986301369863,0.4615894039735103,0.29090317045253644,0.26,0.61,0.03722311029915506,0.5964018264840183,0.3993789954337899,0.4400639269406393,0.40887671232876716,1.708136560858642,0.49602333513992786,1.37,1.98,0.03402603334094542,2.0479178082191782,1.5551780821917809,1.5875433789954339,1.6360365296803654,1.263407170586889,0.3250481796578278,1.04,1.44,0.03402603334094542,1.4299086757990866,1.1702100456621005,1.1817534246575343,1.26737899543379,0.31842429778488196,0.1807981439526393,0.18000000000000002,0.43,0.03402603334094542,0.286392694063927,0.36904109589041095,0.3215799086757991,0.2956164383561644,0.16230874628910685,0.14494037035348026,0.04,0.26,0.03334094542132907,0.08747945205479452,0.11072146118721463,0.22125114155251144,0.2293881278538813,0.22665220369947292,0.39985685004359905,0.0,0.25,0.030143868463119432,0.3856255707762557,0.20038356164383564,0.1615707762557078,0.15783561643835614,3.026604247545105,2.766574727935957,0.8,4.5,0.02215117606759534,5.650776255707763,1.473881278538813,1.4795433789954338,3.492511415525114,0.1168237040420181,0.06777221121489092,0.081,0.165,0.028316967344142498,0.019039269406392695,0.11285662100456621,0.15254429223744292,0.1823908675799087,-0.01919958894724831,0.029357695263555465,-0.038,0.0,0.0296871431833752,-0.02116438356164384,-0.0281013698630137,-0.020972602739726027,-0.0065168949771689496,10202.34102329831,41412.196574079615,6870.25,9653.25,0.022384650525354044,15041.299543378995,7010.425570776256,8892.929680365296,9824.033789954337
Crime,76,50,0.41959738054814455,0.4969682270191608,37.35521235521235,0.11052123552123552,0.1027992277992278,0.0,0.0,0.00013996138996139005,0.0015316141014267799,0.0,0.0,0.0028957528957528956,0.00020250723240115717,0.00020250723240115717,0.00015429122468659597,0.0,1.4858228764478767,0.31133327466699023,1.27,1.67,0.03474903474903475,1.5231147540983607,1.620954676952748,1.3969527483124398,1.3917743490838959,0.39038851351351284,0.2543972323844288,0.21,0.52,0.03667953667953668,0.392420443587271,0.4133847637415622,0.4043201542912247,0.348129218900675,1.893349420849422,0.4268609383511049,1.6,2.1500000000000004,0.03523166023166023,1.8710896817743492,2.03976856316297,1.8421407907425267,1.8071166827386693,1.5152726833976844,0.3215525830871538,1.28,1.71,0.03426640926640927,1.551340405014465,1.6137801350048215,1.4105496624879459,1.4753326904532305,0.3169956563706563,0.1976275506763719,0.16,0.45,0.03692084942084942,0.19192864030858248,0.29718418514946965,0.3818032786885246,0.39453230472516876,0.15542471042470987,0.14870756463700316,0.03,0.24,0.034025096525096526,0.12854387656702027,0.0851108968177435,0.17664416586306655,0.23019286403085826,0.20607142857142702,0.3930739507886315,0.0,0.2,0.03088803088803089,0.2969720347155255,0.22719382835101254,0.16759884281581486,0.12878495660559308,6.2136583011583095,3.9339387681140066,3.1,8.6,0.02413127413127413,9.114754098360656,7.929122468659595,3.8918032786885246,3.866923818707811,0.08692519305019351,0.04313251004292843,0.056,0.119,0.0402992277992278,0.06776374156219865,0.0451639344262295,0.11466441658630666,0.11935776277724204,-0.016870656370656434,0.02564505802610176,-0.033,0.0,0.032335907335907334,-0.01565188042430087,-0.026005785920925752,-0.016602700096432017,-0.009128254580520733,12212.62153029206,42615.24021457304,7270.0,13269.5,0.01979242095100169,15503.375482625483,7907.856177606178,11833.952702702703,13555.039575289575
Comedy,55,67,0.3918549788924758,0.3056866153464117,21.788537549407117,0.09980237154150198,0.02766798418972332,0.0037055335968379445,0.0,0.009755434782608693,0.051492327751384105,0.0,0.0,0.010622529644268774,0.0013524185587364262,0.003524185587364265,0.003346495557749259,0.030631786771964466,0.4611833003952576,0.302985732073567,0.25,0.62,0.033102766798418976,0.2847581441263574,0.32233958538993085,0.5694076999012834,0.6641362290227049,0.3067391304347815,0.28269903411531094,0.12,0.41,0.031373517786561264,0.45464955577492594,0.24956564659427444,0.1617275419545903,0.3588252714708786,1.1203013833992108,0.6271263275980016,0.72,1.39,0.03359683794466403,0.762507403751234,0.8380552813425468,1.2295853899308982,1.641441263573544,0.8183423913043488,0.5343883754957629,0.42,1.13,0.032114624505928856,0.4093188548864758,0.6253998025666337,1.095893385982231,1.1345903257650545,0.27908102766798454,0.23987383504469015,0.11,0.37,0.03507905138339921,0.1723395853899309,0.15844027640671274,0.2645113524185588,0.5187265547877592,0.4284535573122528,0.20958306314678046,0.29,0.54,0.03285573122529644,0.5748272458045409,0.3966436327739388,0.3866337611056268,0.35190523198420537,0.20523962450592823,0.3973368746238048,0.0,0.24,0.022727272727272728,0.27149062191510365,0.10855873642645607,0.07191510365251728,0.36674234945705825,15.549604743083016,3.373794685159495,14.8,16.7,0.020750988142292492,15.53534057255676,15.731688055281344,16.403553800592302,14.418756169792696,-0.031958745059288696,0.029787535724077423,-0.046,-0.013,0.031126482213438736,-0.04702171767028629,-0.019340572556762095,-0.0127147087857848,-0.04857551826258639,-0.012895998023715436,0.023616715480847116,-0.029,0.005,0.02816205533596838,-0.0018647581441263575,-0.012129318854886476,-0.020146100691016782,-0.017311944718657452,128063.67333827527,40811.31617888761,113881.5,140216.5,0.023968371633308623,113379.94071146245,122978.54249011858,140825.9100790514,134557.7223320158
Cartoon,7,46,0.22469701932525385,0.5882738290206354,18.73780091086532,0.07514638906961614,0.052700065061808715,0.004229017566688354,0.0,0.04085881587508135,0.12478831112040958,0.0,0.0,0.01594014313597918,0.007490247074122237,0.010871261378413523,0.007425227568270481,0.13754226267880362,1.5158327911515925,0.8643990891040713,0.79,2.28,0.02960312296681848,0.6713263979193758,1.0662288686605983,1.6515084525357606,2.665474642392718,0.34951528952504807,0.2998759792358818,0.17,0.42,0.03318152244632401,0.3482704811443433,0.20408322496749023,0.3313914174252276,0.5119375812743823,2.598396226415098,1.2354731928361713,1.64,3.4875000000000003,0.02992843201040989,1.5908322496749023,1.894655396618986,2.692782834850455,4.199206762028609,2.278822381262204,1.115508889986177,1.41,3.03,0.02830188679245283,1.3663719115734718,1.7081274382314697,2.4142002600780232,3.612405721716515,0.2379212752114504,0.18199478340685796,0.11,0.33,0.03220559531554977,0.16427828348504553,0.3126527958387516,0.17842652795838757,0.2946553966189857,0.6470039037085239,0.2892626182800885,0.49,0.79,0.03383214053350683,0.5001040312093628,0.7243172951885566,0.7016124837451235,0.6570871261378414,0.15905985686402027,0.325898284480975,0.0,0.16,0.027325959661678594,0.20360208062418725,0.11240572171651494,0.09535760728218465,0.22446033810143046,19.31974625894596,4.0421562891228575,18.2,21.8,0.019193233571893297,17.305071521456433,18.85370611183355,20.729518855656696,20.267750325097527,-0.052858815875081906,0.019899623856796233,-0.057,-0.042,0.02830188679245283,-0.05495058517555267,-0.05124707412223667,-0.04333159947984395,-0.06156827048114434,-0.040458685751464316,0.019119754251369164,-0.052000000000000005,-0.028,0.026675341574495772,-0.035031209362808846,-0.042564369310793236,-0.047924577373211964,-0.03601820546163849,85760.08558411975,48253.297770933146,74638.0,84350.0,0.021802798568174422,94007.36410923277,77229.73472041612,72283.80364109232,98876.11963589076
Horror,43,73,0.2998751560549313,0.6526841448189763,10.283159463487332,0.16790859413810233,0.2260307998012916,0.0,0.0,0.0077918529557873826,0.0392224728737239,0.0,0.0,0.01018380526577248,0.02333664349553128,0.0035153922542204567,0.0004766633565044687,0.003823237338629593,2.6549950322901155,0.26163292758212126,2.5,2.79,0.03129657228017884,2.614597815292949,2.7055412115193644,2.573604766633565,2.7129394240317772,0.4083233979135585,0.4242169792098288,0.15,0.5,0.03303527074018877,0.8719165839126117,0.3048361469712016,0.21353525322740818,0.24152929493545186,3.301882762046688,0.6579373242561619,2.81,3.6774999999999993,0.03278688524590164,4.026643495531281,3.3328003972194638,2.8783018867924532,2.9540814299900693,2.8842697466467873,0.4602306478345879,2.6100000000000003,3.13,0.030799801291604572,2.972353525322741,3.0745580933465737,2.797279046673287,2.678560079443893,0.2552881271733725,0.28974253543082534,0.13,0.3,0.03651266766020864,0.31682224428997025,0.16917576961271102,0.18821251241310827,0.34570009930486595,0.0391803278688525,0.15862271741458875,0.0,0.0,0.009687034277198211,0.12493545183714001,0.00945382323733863,8.937437934458788e-05,0.022164846077457796,0.1286313959264777,0.2518347871083328,0.0,0.15,0.02533532041728763,0.17741807348560082,0.0825819265143992,0.0317279046673287,0.22254220456802384,24.94925484351714,5.567278911250965,22.3,29.7,0.025583705911574765,20.907944389275073,27.61608738828203,30.61012909632572,20.52671300893744,-0.051247143566816006,0.023714717982333874,-0.063,-0.036000000000000004,0.030551415797317436,-0.06799205561072492,-0.03752730883813307,-0.037452830188679245,-0.06179841112214498,-0.03834053651266781,0.02760918077769039,-0.057,-0.021,0.02533532041728763,-0.0367785501489573,-0.03573684210526316,-0.04658589870903675,-0.03411618669314797,93667.70782608696,49239.68744464898,67609.0,123589.0,0.02434782608695652,76038.50049652433,70553.0,90449.4230387289,137111.65739821253
