motion_image_high,0.010144954356715292
motion_image_low,0.010170063508252478
blink_rate,0.009815446662680765
lean_forward,0.009327142864007687
lean_backward,0.008014942803448341
head_rotation,0.01103509256655221
eye_rotation,0.007252599648735964
Happiness_Avg,0.007515766256616776
Happiness_Std,0.009575410949552601
Happiness_25P,0.0046800166338745825
Happiness_75P,0.006437404308719901
Happiness_Peaks,0.011406784885995424
Happiness_0,0.008977253200885202
Happiness_25,0.007473731654024627
Happiness_50,0.008196940550100985
Happiness_75,0.008947954496068613
Sadness_Avg,0.008676527143245572
Sadness_Std,0.008391182337010328
Sadness_25P,0.008191783477829014
Sadness_75P,0.007498501559751844
Sadness_Peaks,0.011305831989890696
Sadness_0,0.0090985747444359
Sadness_25,0.00885978948924389
Sadness_50,0.008053487215946882
Sadness_75,0.008105176155170181
Surprise_Avg,0.008647598613799
Surprise_Std,0.008982899095335296
Surprise_25P,0.00912691459747878
Surprise_75P,0.008509105880487816
Surprise_Peaks,0.00830969314515561
Surprise_0,0.00852483137300474
Surprise_25,0.00874110725560774
Surprise_50,0.008281804459314998
Surprise_75,0.00934381362180475
Fear_Avg,0.007376127585297996
Fear_Std,0.009238026251465855
Fear_25P,0.0077783275008508285
Fear_75P,0.00760341562642852
Fear_Peaks,0.010090441637281967
Fear_0,0.008183798813529297
Fear_25,0.008147243743927363
Fear_50,0.0075466472406112515
Fear_75,0.008320607077661583
Anger_Avg,0.007021914144889203
Anger_Std,0.009432961215912446
Anger_25P,0.007178663617658582
Anger_75P,0.008459750115269254
Anger_Peaks,0.010369249065094245
Anger_0,0.008159819983968033
Anger_25,0.008682372799719259
Anger_50,0.008007752036275856
Anger_75,0.008898753057213854
Disgust_Avg,0.008734226045051838
Disgust_Std,0.008593903406658662
Disgust_25P,0.008613000479329443
Disgust_75P,0.009035938571851821
Disgust_Peaks,0.010225213511771697
Disgust_0,0.009593335378601003
Disgust_25,0.007781836726879133
Disgust_50,0.008577064814991308
Disgust_75,0.009761326491254888
Contempt_Avg,0.009929519428790952
Contempt_Std,0.009364485104327651
Contempt_25P,0.0076871801125113
Contempt_75P,0.009503209793463354
Contempt_Peaks,0.009808230338194638
Contempt_0,0.008542690902236947
Contempt_25,0.009177326119371738
Contempt_50,0.010049760351199042
Contempt_75,0.009625900041974151
Blink_Avg,0.008988998454266445
Blink_Std,0.009626271924693761
Blink_25P,0.0
Blink_75P,0.008208079968212859
Blink_Peaks,0.00979823670310615
Blink_0,0.009777492599827029
Blink_25,0.0104660449210561
Blink_50,0.009580029481021438
Blink_75,0.010805657759853158
HeadPose_X_Avg,0.008368135994276603
HeadPose_X_Std,0.0081711391682872
HeadPose_X_25P,0.007675421125620951
HeadPose_X_75P,0.008243827982940417
HeadPose_X_Peaks,0.0094279907090388
HeadPose_X_0,0.00807074969196706
HeadPose_X_25,0.007971007765724824
HeadPose_X_50,0.008227476831059235
HeadPose_X_75,0.008262358719200657
HeadRotation_X_Avg,0.008885306424685565
HeadRotation_X_Std,0.00755575210670934
HeadRotation_X_25P,0.010179416393242166
HeadRotation_X_75P,0.009155311305558364
HeadRotation_X_Peaks,0.00836042685767255
HeadRotation_X_0,0.008639218056662897
HeadRotation_X_25,0.008483757477412599
HeadRotation_X_50,0.008477904791961277
HeadRotation_X_75,0.008401495179663649
EyeAngel_X_Avg,0.007492305035050024
EyeAngel_X_Std,0.00955227886591311
EyeAngel_X_25P,0.006843897338887693
EyeAngel_X_75P,0.008789741128300109
EyeAngel_X_Peaks,0.01017333002792617
EyeAngel_X_0,0.008793396390354247
EyeAngel_X_25,0.007442631192529341
EyeAngel_X_50,0.00755228363385523
EyeAngel_X_75,0.008323370147410256
Motion_image_Avg,0.00973435926581379
Motion_image_Std,0.010334478222761392
Motion_image_25P,0.009266549572081435
Motion_image_75P,0.008957898648571345
Motion_image_Peaks,0.008057899477456313
Motion_image_0,0.009071887603062469
Motion_image_25,0.009453037510295585
Motion_image_50,0.009600012518459712
Motion_image_75,0.010032988395291214
