,Column,Score
0,motion_image_high,0.06217002279291295
1,motion_image_low,0.08541143436551568
2,blink_rate,0.0
3,lean_forward,0.05453242480765663
4,lean_backward,0.0
5,head_rotation,0.1039331038424054
6,eye_rotation,0.0
7,Happiness_Avg,0.028996298245579588
8,Happiness_Std,0.06277312987455685
9,Happiness_25P,0.04487327428319565
10,Happiness_75P,0.035948202879541036
11,Happiness_Peaks,0.055037498094083315
12,Happiness_0,0.07036672312899706
13,Happiness_25,0.0
14,Happiness_50,0.040854685493970866
15,Happiness_75,0.10822754386838129
16,Sadness_Avg,0.021159024505835955
17,Sadness_Std,0.04779910648911612
18,Sadness_25P,0.008002356243130393
19,Sadness_75P,0.019795296091983605
20,Sadness_Peaks,0.0
21,Sadness_0,0.0073440839488641
22,Sadness_25,0.03843285813582886
23,Sadness_50,0.019587828112682892
24,Sadness_75,0.0
25,Surprise_Avg,0.0
26,Surprise_Std,0.0
27,Surprise_25P,0.0
28,Surprise_75P,0.03619519971957974
29,Surprise_Peaks,0.0
30,Surprise_0,0.0
31,Surprise_25,0.007574141272291612
32,Surprise_50,0.0
33,Surprise_75,0.0
34,Fear_Avg,0.035918650963909116
35,Fear_Std,0.0224901359833658
36,Fear_25P,0.09174939217906042
37,Fear_75P,0.007516419151057718
38,Fear_Peaks,0.0
39,Fear_0,0.019473926189477186
40,Fear_25,0.05843979865022764
41,Fear_50,0.02333133635385387
42,Fear_75,0.0004360106608900516
43,Anger_Avg,0.03459631538771557
44,Anger_Std,0.05264704016546373
45,Anger_25P,0.0
46,Anger_75P,0.0
47,Anger_Peaks,0.0
48,Anger_0,0.0032753900103155154
49,Anger_25,0.0
50,Anger_50,0.03308937853608995
51,Anger_75,0.0
52,Disgust_Avg,0.04482340048517397
53,Disgust_Std,0.0
54,Disgust_25P,0.016447102962295457
55,Disgust_75P,0.0
56,Disgust_Peaks,0.035472335743587546
57,Disgust_0,0.0028640105685777684
58,Disgust_25,0.0
59,Disgust_50,0.003817806942869595
60,Disgust_75,0.0073663661126324165
61,Contempt_Avg,0.004714731678938655
62,Contempt_Std,0.03186542933171976
63,Contempt_25P,0.05384458736295583
64,Contempt_75P,0.0
65,Contempt_Peaks,0.06889240917027895
66,Contempt_0,0.0
67,Contempt_25,0.024438896794919174
68,Contempt_50,0.10134408004472162
69,Contempt_75,0.014842899548977773
70,Blink_Avg,0.05435321349815814
71,Blink_Std,0.0
72,Blink_25P,0.0
73,Blink_75P,0.08320353762097499
74,Blink_Peaks,0.02352506583120828
75,Blink_0,0.011902535888669075
76,Blink_25,0.030992802989529
77,Blink_50,0.08408708750914728
78,Blink_75,0.028805628552183382
79,HeadPose_X_Avg,0.02213695225193013
80,HeadPose_X_Std,0.08465263507199583
81,HeadPose_X_25P,0.05582454627693689
82,HeadPose_X_75P,0.0
83,HeadPose_X_Peaks,0.0
84,HeadPose_X_0,0.0
85,HeadPose_X_25,0.016624782226207557
86,HeadPose_X_50,0.0
87,HeadPose_X_75,0.03611373434353293
88,HeadRotation_X_Avg,0.056316000252592424
89,HeadRotation_X_Std,0.07634996418614337
90,HeadRotation_X_25P,0.07509345919975718
91,HeadRotation_X_75P,0.005733906463388561
92,HeadRotation_X_Peaks,0.0
93,HeadRotation_X_0,0.14159579813205392
94,HeadRotation_X_25,0.11380928502792376
95,HeadRotation_X_50,0.02040267958110542
96,HeadRotation_X_75,0.12267055744028088
97,EyeAngel_X_Avg,0.005404256731332158
98,EyeAngel_X_Std,0.04948891759290941
99,EyeAngel_X_25P,0.055325865222801696
100,EyeAngel_X_75P,0.052652648968742444
101,EyeAngel_X_Peaks,0.056943469402594094
102,EyeAngel_X_0,0.017784995680791393
103,EyeAngel_X_25,0.023032948288436828
104,EyeAngel_X_50,0.0
105,EyeAngel_X_75,0.0
106,Motion_image_Avg,0.02869016067339869
107,Motion_image_Std,0.2105851256512743
108,Motion_image_25P,0.0016894943885525926
109,Motion_image_75P,0.06225776976374675
110,Motion_image_Peaks,0.0
111,Motion_image_0,0.027387848067317755
112,Motion_image_25,0.0
113,Motion_image_50,0.06378459002338666
114,Motion_image_75,0.056708655734554636
